FAC_PARTY_ID,SERVICE_TYPE_CD,NAME,ADDRESS_1,ADDRESS_2,CITY,POSTAL_CODE,LATITUDE,LONGITUDE,PHONE,WEBSITE,EMAIL,OP_WEEKDAY_YN,OP_WEEKEND_YN,OP_STAT_HOLIDAY_YN,OP_OVERNIGHT_YN,OP_EXT_WEEKDAY_BEFORE6AM_YN,OP_EXT_WEEKDAY_AFTER7PM_YN,SRVC_UNDER36_YN,SRVC_30MOS_5YRS_YN,SRVC_LICPRE_YN,SRVC_OOS_KINDER_YN,SRVC_OOS_GR1_AGE12_YN,LANG_CANTONESE_YN,LANG_PUNJABI_YN,LANG_MANDARIN_YN,LANG_FRENCH_YN,LANG_SPANISH_YN,LANG_OTHER_YN,PROVIDE_CD_MEALS,PROVIDE_CD_PICKUP,PRESCHOOL_MORNING_YN,PRESCHOOL_MIDDAY_YN,PRESCHOOL_AFTERNOON_YN,ABORIGINAL_PROGRAMMING_YN,ACCOMMODATE_SPECIAL_NEEDS,ECE_CERTIFICATION_YN,ELF_PROGRAMMING_YN,VACANCY_SRVC_UNDER36,VACANCY_SRVC_30MOS_5YRS,VACANCY_SRVC_LICPRE,VACANCY_SRVC_OOS_GR1_AGE12,VACANCY_LAST_UPDATE,HA_FAC_INSPEC_RPTS,IS_INCOMPLETE_IND,IS_CCFRI_AUTH,IS_DUPLICATE
4239,Licensed Family,Little Niblets Family Daycare,853 Faulkner Cres,,Prince George,V2M 5E1,53.915506,-122.809214,250-562-4419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4240,Licensed Family,Little Mountain Daycare,10148 Beaver Cres,,Chilliwack,V2P 7X4,49.186093,-121.923077,604-793-9378,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/12,http://www.healthspace.ca/fha/childcare,N,Y,N
4241,Licensed Group,Our House Out Of School Care,123 16Th Ave W,,Vancouver,V5Y 0B3,49.256734,-123.107688,604-257-3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4242,Licensed Group,Our House Preschool,123 16Th St W,,Vancouver,V5Y 0B3,49.327254,-123.158932,604-257-3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4243,Licensed Family,Little Learners Child Care Centre,8596 167 St,,Surrey,V4N 5A5,49.158989,-122.759146,604-576-5638,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2024/03/09,http://www.healthspace.ca/fha/childcare,N,N,N
4244,Licensed Family,Jia Jia Family Daycare,3014 Delahaye Dr,,Coquitlam,V3B 6V8,49.292246,-122.794028,604-475-2663,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/04,http://www.healthspace.ca/fha/childcare,N,N,N
4245,Licensed Family,Lil' Monkeys Family Childcare,3842 Hertford St,,Burnaby,V5G 2R4,49.238028,-123.019097,604-451-7571,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/19,http://www.healthspace.ca/fha/childcare,N,Y,N
4246,Licensed Group,Ambleside Park Childcare,1093 Par Rd,,West Vancouver,V7V 1A5,49.324435,-123.146842,604-786-2577,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://inspections.vcha.ca/ChildCare/Table,N,N,Y
4247,Licensed Group,Ambleside Park Childcare,1093 Par Rd,,West Vancouver,V7V 1A5,49.324435,-123.146842,604-786-2577,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://inspections.vcha.ca/ChildCare/Table,N,N,Y
4248,Licensed Group,Qt Daycare #1,2518C Clearbrook Rd,,Abbotsford,V2T 2Y2,49.048014,-122.337134,604-556-6458,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
4249,Licensed Group,Peachland Preschool,5486 Clements Cres,,Peachland,V0H 1X5,49.785459,-119.716326,250-762-3914,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/07,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,Y,N
4250,Licensed Group,Dinosaur Daycare Ltd.,625 Mountain Hwy,,North Vancouver,V7J 2L5,49.311692,-123.035383,604-988-1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,Y
4251,Licensed Group,Highroad Children's Centre,8860 Broadway St,,Chilliwack,V2P 5W1,49.16315,-121.934555,604-792-4680,,,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Not offered,Not offered,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,2024/02/15,http://www.healthspace.ca/fha/childcare,N,Y,N
4252,Licensed Group,The Clubhouse At Bellevue Creek,4574 Raymer Rd,,Kelowna,V1W 1H9,49.817129,-119.479296,250-860-4393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N
4253,Licensed Family,Amy's Family Child Care,852 50Th Ave E,,Vancouver,V5X 1B5,49.2242,-123.087298,604-781-8029,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/06,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4254,Licensed Group,Parasol - Early Years Learning 3,8205 Dallas Dr,,Kamloops,V2C 6X2,50.65619,-120.106174,236-996-4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4255,Licensed Group,Westsyde Country Day Montessori Preschool & Kindergarten,2990 Westsyde Rd,,Kamloops,V2B 7E9,50.759362,-120.349202,250-579-2465,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/11,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
4256,Licensed Family,Honey Bee Academy Family Daycare,3772 Nicola St,,Abbotsford,V2T 4Z8,49.070569,-122.318733,604-744-9109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4257,Licensed Group,Creative Beginnings Preschool,C - 1440 Hugh Allan Drive,,Kamloops,V1S 1L8,50.651853,-120.377866,250-319-8586,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/16,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
4258,Licensed Family,Kenagnes Family Child Care,534 49Th Ave E,,Vancouver,V5W 2G9,49.225253,-123.093476,778-329-2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4259,Licensed Group,The Clubhouse At Cottonwoods,2255 Ethel Street,,Kelowna,V1Y 2Z9,49.874117,-119.48125,250-860-4393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,N
4260,Licensed Group,Webster Kindercare,395 Highway 3B,,Trail,V1R 2G5,49.098928,-117.72265,250-368-3166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4261,Licensed Group,Mini Miracles Family Centre,4006 8Th Avenue,,Port Alberni,V9Y 4S4,49.24947,-124.801331,250-723-0637,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/26,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
4262,Licensed Group,Rise N Shine Childcare Center Inc.,16740 85 Ave,,Surrey,V4N 4W3,49.157022,-122.758172,604-779-1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4263,Licensed Group,Khalsa Child Care Centre,30640 Blue Ridge Drive,,Abbotsford,V2T 5W3,49.064541,-122.37262,604-594-0553,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/12,http://www.healthspace.ca/fha/childcare,N,Y,N
4264,Licensed Group,Jolly Giant Childcare Ltd. - Selby Location,436 Selby Street,,Nanaimo,V9R 2R7,49.162669,-123.939745,250-754-8833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4265,Licensed Family,Amanda's Angels,5428 Giscome Rd,,Prince George,V2N 6S7,53.89867,-122.64316,250-963-0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4266,Licensed Group,Bgccvi - Syuwentct Club,2280 Sun Valley Drive,,Nanaimo,V9T 6P1,49.193009,-124.00577,250-616-7681,,,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,N,Y,N,Y,2024/02/09,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
4267,Licensed Group,Chuck Bailey Preschool And Pre-K,13458 107A St,,Surrey,V3T 4B3,49.197186,-122.849782,604-598-7967,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/06,http://www.healthspace.ca/fha/childcare,N,N,N
4268,Licensed Family,Durant Kids Center,1210 Durant Dr,,Coquitlam,V3B 6P7,49.287166,-122.805693,604-552-5775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4269,Licensed Group,The Maria Montessori School,8597 156 St,,Surrey,V3S 3R8,49.158972,-122.790394,604-597-0638,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/03,http://www.healthspace.ca/fha/childcare,N,N,N
4270,Licensed Group,Core Education & Fine Arts - Kingsway,4021 Kingsway,,Burnaby,V5H 1Y9,49.233263,-123.015456,604-719-4050,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2024/02/26,http://www.healthspace.ca/fha/childcare,N,N,N
4271,Licensed Group,Baby Panda Childcare Centre,6060 Redfern Cres,,Richmond,V7C 2V7,49.164259,-123.148992,604-295-9100,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2024/02/19,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4272,Licensed Family,Kelly's Daycare,1797 Sloan Ave,,Prince Rupert,V8J 4B8,54.296024,-130.336875,250-627-8986,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,N,N
4273,Licensed Family,Giggles Day Care,10861 Hollymount Dr,,Richmond,V7E 4Z3,49.134939,-123.164748,604-764-5157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4274,Licensed Group,Wind And Tide Preschool - Broadway,2700 East Broadway,,Vancouver,V5M 1Y8,49.261137,-123.04893,604-575-0549,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/15,https://inspections.vcha.ca/ChildCare/Table,N,N,N
4275,Licensed Group,Lund Puddlejumpers Preschool,9654 Larson Rd,,Lund,V0N 2G0,49.979186,-124.756989,604-483-9000,,,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Not offered,Not offered,Y,N,N,N,N,N,N,N,N,N,N,2024/02/12,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4276,Licensed Group,Caring Hearts Child Care,1805 Aire Cres,,Port Coquitlam,V3C 2W6,49.249377,-122.778666,604-464-3399,,,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,Not offered,Include in fee,Y,N,N,N,Y,Y,Y,Y,N,N,N,2024/02/27,http://www.healthspace.ca/fha/childcare,N,Y,N
4277,Licensed Group,Little Acorn Care Centre,2629 Victor St,,Victoria,V8R 4E3,48.437032,-123.336965,250-370-9103,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/07,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,Y,N
4278,Licensed Group,Ucluelet Childrens Centre,500 Matterson Dr,,Ucluelet,V0R 3A0,48.939507,-125.546597,250-726-2339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4279,Licensed Group,Kuddles Early Infant Stimulation Centre,370 Mathers Ave,,West Vancouver,V7S 1H3,49.336941,-123.125435,604-729-6538,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/26,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4280,Licensed Group,Wind And Tide Preschool - Alice Brown,20011 44Th Ave,,Langley,V3A 6L8,49.083093,-122.66804,604-575-0549,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
4281,Licensed Group,Happy May Child Care Centre Ii,170 4751 Garden City Road,,Richmond,V6X 3M7,49.177834,-123.124703,604-218-6581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4282,Licensed Group,Ntacs After School Program,4936 Barriere Town Rd,,Barriere,V0E 1E0,51.188983,-120.134287,250-672-0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4283,Licensed Group,5 Corners Day Care,13620 Grosvenor Rd,,Surrey,V3R 5C9,49.19918,-122.844829,604-496-5050,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/08,http://www.healthspace.ca/fha/childcare,N,N,N
4284,Licensed Group,Little Harvard Learning Centre Ltd.,6985 142 St,,Surrey,V3W 5N1,49.129197,-122.830481,778-893-5437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4285,Licensed Group,A To Z Childcare Centre #4,15438 92Nd Ave,,Surrey,V3R 5W1,49.169925,-122.794654,604-719-6736,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
4286,Licensed Family,Cuties Child Care Centre,6619 141B St,,Surrey,V3W 9P1,49.122959,-122.830156,604-593-1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4287,Licensed Group,Ladybug Landing Preschool,31789 Thornhill Pl,,Abbotsford,V2T 6Y3,49.067202,-122.344067,604-850-2474,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/01,http://www.healthspace.ca/fha/childcare,N,N,N
4288,Licensed Family,Monkey Minders,220 Blackman St,,New Westminster,V3L 2A7,49.220868,-122.921667,604-518-1419,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/13,http://www.healthspace.ca/fha/childcare,N,N,N
4289,Licensed Group,Caring Hearts Child Care,1854 Western Dr,,Port Coquitlam,V3C 2X7,49.250595,-122.778527,604-464-3399,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2023/12/20,http://www.healthspace.ca/fha/childcare,N,Y,N
4290,Licensed Group,Gokidz Child Services,106 2255 King George Blvd,,Surrey,V4A 5A4,49.042932,-122.790762,604-910-7968,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
4291,Licensed Family,Morning Star Family Child Care,1345 Aldrin Pl,,Burnaby,V5A 2N9,49.272097,-122.955298,604-325-9996,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/16,http://www.healthspace.ca/fha/childcare,N,N,N
4292,Licensed Family,Precious Moments Family Child Care,1860 Langan Ave,,Port Coquitlam,V3C 5K2,49.249874,-122.768439,604-942-7503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4293,Licensed Group,Angels Playhouse Infant & Toddler Child Care Centre,103 7339 Macpherson Ave,,Burnaby,V5J 0B1,49.21707,-122.983556,604-809-3868,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2024/02/24,http://www.healthspace.ca/fha/childcare,N,Y,N
4294,Licensed Group,Little Friends Children's Centre #3,11061 160Th St,,Surrey,V4N 1J2,49.203455,-122.779056,778-385-4120,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/20,http://www.healthspace.ca/fha/childcare,N,Y,N
4295,Licensed Group,Wonder Years Daycare - Murrayville,4748 222 St,,Langley,V2Z 1B1,49.088416,-122.606909,604-612-0439,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
4296,Licensed Group,Movin On Up,270 9Th Ave,,Burns Lake,V0J 1E0,54.235854,-125.756531,250-692-9486,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,N,N
4297,Licensed Family,Multi Colours Daycare,18841 68Th Ave,,Surrey,V4N 0B3,49.126314,-122.700162,778-992-2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4298,Licensed Family,Rock N Tots Daycare,20216 53 Ave,,Langley,V3A 3V1,49.0982,-122.662264,604-530-9644,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
4299,Licensed Family,Fleetwood Gardens Childcare Centre,8086 158 St,,Surrey,V4N 0S6,49.149777,-122.784241,778-881-1064,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
4300,Licensed Family,Small Explorers Family Daycare,5488 Tatton Stn Rd,,100 Mile House,V0K 2E1,51.712523,-121.409864,250-395-6695,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://hedgehogportal.interiorhealth.ca/ChildCare/Map,N,N,N
4301,Licensed Family,Cat & Mouse Playhouse,395 Phipps Cres,,Kelowna,V1X 7N9,49.902538,-119.381399,250-870-3486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4302,Licensed Group,Core Education & Fine Arts (0-3 Gdc),2946 Commercial Drive,,Vancouver,V5N 4C9,49.258109,-123.069456,604-879-2332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4303,Licensed Group,Montessori Minds Childcare Centre Ltd #2,526 1310 Cariboo St,,New Westminster,V3M 1X2,49.204356,-122.930357,778-837-9496,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/14,http://www.healthspace.ca/fha/childcare,N,N,N
4304,Licensed Group,Blueberry Field Child Care Inc. - Under 36 Months,9440 Williams Rd,,Richmond,V7A 1H1,49.140531,-123.119607,778-708-1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4305,Licensed Family,Crawl To Walk Day Care Centre Ltd,12678 68 Ave,,Surrey,V3W 1G4,49.126479,-122.871451,604-767-0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4306,Licensed Group,St. Francis Xavier Montessori Child Care Centre-Daycare,428 Great Northern Way,,Vancouver,V5T 4S5,49.266462,-123.094521,604-356-7605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4307,Licensed Group,Les Petits Artistes Montessori Centre,3150 Ash Street,,Vancouver,V5Z 3C9,49.258103,-123.117326,604-569-1206,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/07,https://inspections.vcha.ca/ChildCare/Table,N,N,N
4308,Licensed Group,Kidz-R-Brite At The Farm,5120 Christie Road,,Ladysmith,V9G 1J2,49.009404,-123.846272,250-245-2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4309,Licensed Family,Toor's Daycare Center,31406 Springhill Crt,,Abbotsford,V2T 4J9,49.048445,-122.354005,604-614-3828,,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Extra fee,Extra fee,N,N,N,N,Y,Y,Y,N,Y,N,N,2024/03/15,,N,Y,N
4310,Licensed Group,Kinder Play Child Care Canoe Centre,7210 51St Street Ne,,Salmon Arm,V0E 1K0,50.752678,-119.225979,250-803-1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4311,Licensed Group,Kiddyland Multiple Intelligence Children Centre,11331 Williams Road,,Richmond,V7A 1J2,49.140929,-123.098713,604-241-2733,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2024/03/16,https://inspections.vcha.ca/ChildCare/Table,N,N,N
4312,Licensed Group,Willow Daycare,595 Harmston Ave,,Courtenay,V9N 2X4,49.688497,-125.003542,250-897-2173,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2024/03/07,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,N,N
4313,Licensed Group,Little Birds Child Care Centre,14750 108 Ave,,Surrey,V3R 1V8,49.198552,-122.81368,778-394-3210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4314,Licensed Group,Creative Moments Childcare Centre,105 6977 128 St,,Surrey,V3W 4E1,49.129685,-122.868064,604-417-1135,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/02/12,http://www.healthspace.ca/fha/childcare,N,Y,N
4315,Licensed Group,Agassiz Christian Preschool,7571 Morrow Rd,,Agassiz,V0M 1A2,49.236275,-121.750301,604-796-9310,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2024/03/01,http://www.healthspace.ca/fha/childcare,N,N,N
4316,Licensed Family,Tiny Bubbles,2576 Jeanine Dr,,Victoria,V9B 4X9,48.459346,-123.48685,250-661-1520,,,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,N,N,N,Y,N,N,2024/02/16,,N,Y,N
4317,Licensed Group,Les Petits Du Pacifique,5538 Shorncliffe Ave,,Sechelt,V0N 3A0,49.473342,-123.763801,604-741-5852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4318,Licensed Group,Lil Bloomers Childcare Centre,195 Windsor Rd E,,North Vancouver,V7N 1J9,49.337978,-123.069024,604-987-7673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4319,Licensed Group,Brightstart Children's Academy Ltd,1450 Johnson Street,,Coquitlam,V3E 2T1,49.300045,-122.800673,778-883-0529,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,Y,Y,2024/03/04,http://www.healthspace.ca/fha/childcare,N,Y,N
4320,Licensed Group,Reach For The Stars Montessori,3440 Boundary Road,,Burnaby,V5M 4A5,49.253757,-123.023106,604-688-7827,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,http://www.healthspace.ca/fha/childcare,N,N,N
4321,Licensed Group,Mountain View Childcare,2725 Lonsdale Ave,,North Vancouver,V7N 3J2,49.334652,-123.072123,604-723-1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
4322,Licensed Group,Bowen Child Care Centre,9160 Pauleshin Cres,,Richmond,V7E 5X1,49.145419,-123.163932,778-320-5758,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2024/03/16,https://inspections.vcha.ca/ChildCare/Table,N,N,N
4323,Licensed Group,Westview Child Care Centre,800 Summit Ave,,Prince Rupert,V8J 2A3,54.306401,-130.326709,250-622-2298,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/04,https://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,N,N
4324,Licensed Group,Katies Korner Northfield,2249 Northfield Rd,,Nanaimo,V9S 3C3,49.191614,-123.99603,250-714-4555,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://www.healthspace.ca/clients/viha/viha_website.nsf/CCFL-Main?OpenView,N,N,N
4325,Licensed Group,Olive Grove Childcare,510 1070 Lynn Valley Road,,North Vancouver,V7J 1Z8,49.334065,-123.044782,604-982-5871,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,Y,N,N,N,N,2024/03/15,https://inspections.vcha.ca/ChildCare/Table,N,N,N
4326,Licensed Group,Highlands Child Care,3150 Colwood Drive,,North Vancouver,V7R 2R6,49.338192,-123.097072,604-985-6958,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/07,https://inspections.vcha.ca/ChildCare/Table,N,N,N
4327,Licensed Group,Smiling Stars Daycare,1602 Pemberton Ave,,North Vancouver,V7P 2S6,49.323092,-123.107344,604-986-3380,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://inspections.vcha.ca/ChildCare/Table,N,N,Y
4328,Licensed Group,Smiling Stars Daycare,1602 Pemberton Ave,,North Vancouver,V7P 2S6,49.323092,-123.107344,604-986-3380,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/15,https://inspections.vcha.ca/ChildCare/Table,N,N,Y
4329,Licensed Group,Little Cedar School Age Care,1530 E 22Nd Ave,,Vancouver,V5N 2P1,49.250157,-123.07284,604-872-3303,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2024/03/05,https://inspections.vcha.ca/ChildCare/Table,N,N,N
